date,description
10 July 2025,"The fourth two-day Ukraine Recovery Conference begins in Rome. President Zelenskyy, a long with more than a dozen European heads of government, attends the conference, which sees c ontinued European commitments to Ukraine. Separately, leaders from the coalition of the willing meet to discuss strengthening support to Ukraine and putting further pressure on Russia. In Kuala Lumpur, on the sidelines of the ASEAN foreign ministers meeting, US Secretary of State Marco Rubio holds talks with his Russian counterpart, Sergei Lavrov. Following the meeting, Rubio says: “We need to see a roadmap moving forward about how this conflict can conclude.”"
6 August 2025,"US special envoy Steve Witkoff holds talks with President Putin in Moscow. Later, in a post to Truth Social, President Trump describes the meeting as “highly productive” and says “great progress was made!” Later, in a statement, White House Press Secretary Karoline Leavitt says: “The Russians expressed their desire to meet with President Trump, and the president is open to meeting with both President Putin and President Zelenskyy. President Trump wants this brutal war to end.”"
15 August 2025,"President Trump and President Putin meet in Alaska. It is their first meeting in person to discuss a resolution of the Ukraine conflict. The talks are presented as largely positive and a tentative step towards achieving peace. However, significant differences remain, including over territorial concessions and the need for a ceasefire, w hich may yet derail progress."
18 August 2025,"President Trump holds bilateral talks with President Zelenskyy at the White House, before they participate in a wider meeting with other European leaders. Joining Presidents Trump and Zelenskyy are Finnish President Alexander Stubb, French President Emmanuel Macron, German Chancellor Friedrich Merz, Italian Prime Minister Giorgia Meloni, UK Prime Minister Keir Starmer, European Commission President Ursula von der Leyen and NATO Secretary-General Mark Rutte, During a press conference with President Zelenskyy, President Trump says that while he “liked the concept” of a ceasefire, there was “no need for a ceasefire” and that a deal could be “worked on” while fighting continued. Trump also says the US will back Europe in protecting Ukraine."
19 August 2025,"Keir Starmer co-chairs a virtual meeting of the coalition of the willing, updating over 30 international leaders on the talks held in Washington DC the previous evening. Later, the European Council meets to discuss the latest developments in the Russia-Ukraine conflict. Following the meeting, the President of the European Council, António Costa, says European leaders remain united in their support for achieving a just and lasting peace in Ukraine, and that the EU will work together with the US and the President of Ukraine to prepare the next steps."
21 August 2025,"Russia’s foreign minister, Sergei Lavrov, says European proposals to deploy troops in Ukraine after a peace settlement would amount to “foreign intervention” an d would be absolutely unacceptable for Russia."
22 August 2025,"NATO Secretary-General Mark Rutte visits President Zelenskyy in Kyiv and urges allies to deliver security guarantees for Ukraine, similar to NATO’s Article 5."
4 September 2025,"In Paris, following a meeting of the coalition of the willing, President Macron announces 26 coalition members have agreed to send troops or provide other assistance to Ukraine after its war with Russia is over. Macron does not name the countries, nor the number of troops that would be deployed, in his announcement. Keir Starmer, attending the meeting remotely, welcomes the announcement to supply long range missiles to Ukraine."
19 September 2025,"In a speech in Istanbul, the Chief of the Secret Intelligence Service (MI6), Sir Richard Moore, says: “I have seen absolutely no evidence that President Putin has any interest in a negotiated peace short of Ukrainian capitulation.”"
22 September 2025,"The UN Security Council meets to discuss the recent Russian fighter jets incursion into Estonian airspace. UK Foreign Secretary Yvette Cooper commits to increasing pressure on Moscow to end its war against Ukraine, and says “Russia’s imperialist warmongering is a threat to international peace and security.”"
23 September 2025,"Following a meeting with President Zelenskyy in New York, President Trump says he believes Ukraine can regain all of the land that has been lost since the Russian invasion in 2022. I n a post on his Trump Social media platform, Trump writes: “After getting to know and fully understand the Ukraine/Russia Military and Economic situation and, after seeing the Economic trouble it is causing Russia, I think Ukraine, with the support of the European Union, is in a position to fight and WIN all of Ukraine back in its original form.” Later, in his address to the UN General Assembly, Zelenskyy urges allies to stop Russia’s war or face a dangerous arms race."
2 October 2025,"More than 50 European heads of state or government attend the European Political Community summit in Copenhagen, with Russia’s war in Ukraine setting the tone of the meeting and European security top of the agenda."
